Nom,Industrie,Siège Social,Site Web,Taille(employés),Fondée,Forme Juridique,Adresse 1,Adresse 2,Ville,Region,Code Postal
Maroc Atlantic Systems,Sécurité informatique et des réseaux,"41, rue Azanbak - ex Sansonnets, résid. Annour - Erraha
Casablanca
Casablanca
Maroc",http://www.marasys.ma,1-10,2003,Société à responsabilité limitée,"41, rue Azanbak - ex Sansonnets, résid. Annour - Erraha",,Casablanca,Casablanca,
DataProtect,Sécurité informatique et des réseaux,"Casablanca Nearshore Park - Shore 4, boulevard Al Qods, Sidi Maârouf
Casablanca
20270
Maroc",http://www.dataprotect.ma,11-50,2009,Société à responsabilité limitée,"Casablanca Nearshore Park - Shore 4, boulevard Al Qods, Sidi Maârouf",,Casablanca,,20270
Sté NORDLAND SECURITY SARL,Sécurité civile,"Av abdelkarim khattabi bloc G N° 10 Tetouan
Tetouan
93020
Maroc",http://nordlandsecurity.com,11-50,2013,Société de personnes (associés),Av abdelkarim khattabi bloc G N° 10 Tetouan,,Tetouan,,93020
Proteguard,Sécurité civile,"20000
Maroc",http://www.proteguard.com,51-200,,Société à responsabilité limitée,,,,,20000
FOCUS PROTECTION,Sécurité civile,"2 angle Bd 11 janvier et rue Assanaoubar N° 4, 20000
Casablanca
20000
Maroc",http://www.focusprotection.ma,11-50,2010,Société à responsabilité limitée,"2 angle Bd 11 janvier et rue Assanaoubar N° 4, 20000",,Casablanca,,20000
G6 securite,Sécurité civile,"SIÈGE SOCIALE : 67 rue chevalier bayard 5eme étage N° 16 belvédère Casablanca - Maroc.
belvedere
casablanca
wilaya
28800
Maroc",http://www.g6securite.com,1-10,2014,Société à responsabilité limitée,SIÈGE SOCIALE : 67 rue chevalier bayard 5eme étage N° 16 belvédère Casablanca - Maroc.,belvedere,casablanca,wilaya,28800
Univers Prevention,Sécurité civile,"74 Rue n°12
Lotissement Missimie - Hay HAssani
Casablanca
Grand Casablanca
2020
Maroc",http://http;//www.universprevention.ma,1-10,2005,Société à responsabilité limitée,74 Rue n°12,Lotissement Missimie - Hay HAssani,Casablanca,Grand Casablanca,2020
A2M Palm Industrie,Restauration collective,"Les ports du marrakech
Marrakech
Marrakech, Safi
40000
Maroc",http://www.a2m-palm-industrie.ma,1-10,,Société à responsabilité limitée,Les ports du marrakech,,Marrakech,"Marrakech, Safi",40000
Faouz Optic (Conventionné),"Santé, forme et bien-être","N°1 Avenu Alfaouz CYM Rabat
Rabat
Maroc",http://www.faouzoptic.ma,1-10,2013,Société de personnes (associés),N°1 Avenu Alfaouz CYM Rabat,,Rabat,,
Mylli Services,"Santé, forme et bien-être","Villa Océanique, rue Masmouda - Hay Al Hanaa
Casablanca
20210
Maroc",http://www.mylliservices.com,51-200,2010,Société à responsabilité limitée,"Villa Océanique, rue Masmouda - Hay Al Hanaa",,Casablanca,,20210
Marvel Oils,"Santé, forme et bien-être","Lot Badr 173
Bd Basatine Titmellil
Casablanca
Grand Casablanca
29640
Maroc",http://marveloils.com/,1-10,2013,Société à responsabilité limitée,Lot Badr 173,Bd Basatine Titmellil,Casablanca,Grand Casablanca,29640
AKITIL,"Santé, forme et bien-être",Maroc,http://www.akitil.com,1-10,,Société à responsabilité limitée,,,,,
Richflor,"Santé, forme et bien-être","Avenue du prince moulay abdelah
Avenue des forces armées royales
Agadir
80000
Maroc",http://www.richflor.com,51-200,1978,Entreprise individuelle,Avenue du prince moulay abdelah,Avenue des forces armées royales,Agadir,,80000
BestCorp Packaging,Restauration collective,"7, Rue Sebta Residence Rami Bureau 8
Casablanca
20100
Maroc",http://www.bestcorp.ma,1-10,,Société à responsabilité limitée,"7, Rue Sebta Residence Rami Bureau 8",,Casablanca,,20100
Almaa.ma,Restauration collective,"Mers sultan
Casablanca
Maroc",http://www.almaa.ma,1-10,2015,Société à responsabilité limitée,Mers sultan,,Casablanca,,
Slaoui Food,Restauration collective,"49 Av 2 Mars
Casablanca
Casablanca
20006
Maroc",http://www.slaouifood.ma,11-50,2009,Société de personnes (associés),49 Av 2 Mars,,Casablanca,Casablanca,20006
Atlas Olive Oils,Restauration collective,Maroc,http://www.atlasoliveoils.com,51-200,,Société à responsabilité limitée,,,,,
QuelMenu.com,Restauration collective,"10000
Maroc",http://www.quelmenu.com,11-50,2009,Société à responsabilité limitée,,,,,10000
GSI Groupe Slaoui Investments,Restauration collective,"6 Rue Salonique Av 2 mars
Casablanca
Casablanca
20006
Maroc",http://www.gsi.ma,11-50,2004,Société de personnes (associés),6 Rue Salonique Av 2 mars,,Casablanca,Casablanca,20006
UNIMAR BONDED STORES,Restauration collective,"Lot 140, Entrepôt No 1
Tangier
Morocco
90000
Maroc",http://www.unimarbs.com,11-50,,Société à responsabilité limitée,"Lot 140, Entrepôt No 1",,Tangier,Morocco,90000
Bimo,Restauration collective,"20250
Maroc",http://www.bimo.ma,1001-5 000,,Société à responsabilité limitée,,,,,20250
Centrale Laitière,Restauration collective,"Twin Center, tour A, 3° étage
Avenue Massira Al Khadra
Casablanca
20 000
Maroc",http://www.centralelaitiere.com,1001-5 000,,Société à responsabilité limitée,"Twin Center, tour A, 3° étage",Avenue Massira Al Khadra,Casablanca,,20 000
Medec'IN-Casa,"Santé, forme et bien-être","Boulevard Al Qods
Casablanca
20 610
Maroc",http://www.ifmsa-morocco.org,201-500,2014,Non lucratif,Boulevard Al Qods,,Casablanca,,20 610
Maison d'Asa,"Santé, forme et bien-être","18, Rue Ibrahim Ennakhai
Casablanca
Maroc",http://www.maisondasa.com/,11-50,2012,Société de personnes (associés),"18, Rue Ibrahim Ennakhai",,Casablanca,,
Bella Forme Group,"Santé, forme et bien-être","Angle rue Ibnou Katir et Ibnou Habous
Maârif
Casablanca
20000
Maroc",http://www.bellaforme.ma/,11-50,1996,Société à responsabilité limitée,Angle rue Ibnou Katir et Ibnou Habous,Maârif,Casablanca,,20000
Clinique Amal Rajae,"Santé, forme et bien-être","Avenue Mohammed El Fassi (ex-marrakech) 15, Hassan
Rabat
Rabat-Sale-Zemmour-Zaer
Maroc",http://www.cliniqueamalraja.com,11-50,2014,Entreprise individuelle,"Avenue Mohammed El Fassi (ex-marrakech) 15, Hassan",,Rabat,Rabat-Sale-Zemmour-Zaer,
ISIS SPA,"Santé, forme et bien-être","DERB DABACHI-DERB JDID N°12
MARRAKECH-MEDINA
MARRAKECH
MAROC
40400
Maroc",http://www.spa-isis.com,11-50,2007,Société à responsabilité limitée,DERB DABACHI-DERB JDID N°12,MARRAKECH-MEDINA,MARRAKECH,MAROC,40400
KINESPA Casablanca,"Santé, forme et bien-être","Rue Languedoc (Rue de Sebta), Quartier des Hôpitaux
Casablanca
Casablanca
20000
Maroc",http://www.kinespa.ma,11-50,2011,Société à responsabilité limitée,"Rue Languedoc (Rue de Sebta), Quartier des Hôpitaux",,Casablanca,Casablanca,20000
PRODIGIA,"Santé, forme et bien-être","Lot F Magasin F 602-Sakani Ahl loughlam
Casablanca
Maroc",http://www.prodigia.ma,1-10,2012,Société à responsabilité limitée,Lot F Magasin F 602-Sakani Ahl loughlam,,Casablanca,,
Marrakech Canal Forme,"Santé, forme et bien-être","53 Avenue Abou Baker essediq
Marrakech
Marrakech Tensift El Haouz
40000
Maroc",http://www.marrakechcanalforme.com,11-50,2006,Société à responsabilité limitée,53 Avenue Abou Baker essediq,,Marrakech,Marrakech Tensift El Haouz,40000
Beaute-sante.ma,"Santé, forme et bien-être","Résidence Bismillah, Imm B10, appt 14
Rue Al Bouziri - Mabella
Rabat
Rabat
10180
Maroc",http://www.beaute-sante.ma,1-10,2004,Société à responsabilité limitée,"Résidence Bismillah, Imm B10, appt 14",Rue Al Bouziri - Mabella,Rabat,Rabat,10180
CHU Mohammed VI Marrakech,"Santé, forme et bien-être","BP: 2360 Marrakech principal
Marrakech
Marrakech
40000
Maroc",http://www.chumarrakech.ma,1001-5 000,2001,Administration publique,BP: 2360 Marrakech principal,,Marrakech,Marrakech,40000
Narwama,Restaurants,"30 Rue Koutoubia
Hay zefriti
Marrakech
40000
Maroc",http://www.narwama.com,11-50,2004,Entreprise individuelle,30 Rue Koutoubia,Hay zefriti,Marrakech,,40000
GROUPE DAMA,Ressources humaines,"55, Bd Zerktouni, 6ème étage /
7, rue Sebta, Quartier des Hôpitaux
Casablanca
Maroc",http://www.damaservices.net,11-50,1989,Société à responsabilité limitée,"55, Bd Zerktouni, 6ème étage /","7, rue Sebta, Quartier des Hôpitaux",Casablanca,,
Potentiel RH,Ressources humaines,Maroc,http://www.potentielrh.ma,1-10,,Société à responsabilité limitée,,,,,
Manage Success,Ressources humaines,"6ème étage, Bureaux 15 et 16
Boulevard Zerktouni
Casablanca
Maroc",http://www.managesuccess.net,1-10,2014,Société à responsabilité limitée,"6ème étage, Bureaux 15 et 16",Boulevard Zerktouni,Casablanca,,
Skills and Values Consulting,Ressources humaines,"49, rue Jean Jaurès
Quartier Gauthier
Casablanca
20000
Maroc",http://www.svc.ma,1-10,2015,Société à responsabilité limitée,"49, rue Jean Jaurès",Quartier Gauthier,Casablanca,,20000
Multitech morocco,Ressources humaines,"12, place des Alaouites 10 000 Rabat, Maroc
Rabat
Rabat
10000
Maroc",http://www.multitechmorocco.com,1-10,1981,Société à responsabilité limitée,"12, place des Alaouites 10 000 Rabat, Maroc",,Rabat,Rabat,10000
BEONE CONSULTING,Ressources humaines,"Centre Al Miaraj, Angle Boulevard Anoual et Boulevard Abdelmoumen, 3ème ètage n° 35
casablanca
Maroc",http://www.beone-consulting.com,1-10,2011,Société cotée en bourse,"Centre Al Miaraj, Angle Boulevard Anoual et Boulevard Abdelmoumen, 3ème ètage n° 35",,casablanca,,
Human Skills - HR Solutions,Ressources humaines,"374, Bd Abdelmoumen
Immeuble Atrium. 5ème étage
Casablanca
20000
Maroc",http://www.humanskills.ma,1-10,2011,Société à responsabilité limitée,"374, Bd Abdelmoumen",Immeuble Atrium. 5ème étage,Casablanca,,20000
TTI Success Insights Maroc,Ressources humaines,"Angle Bd Abdelmoumen & Rue Soumaya
Résidence Shehrazade 3
Casablanca
20000
Maroc",http://www.success-insights.com/,1-10,,Société à responsabilité limitée,Angle Bd Abdelmoumen & Rue Soumaya,Résidence Shehrazade 3,Casablanca,,20000
Gibraltar Consulting,Ressources humaines,"14, rue du soldat Hammou - Boulevard d'Anfa
Casablanca
20060
Maroc",http://www.gibraltar.ma,1-10,2014,Société à responsabilité limitée,"14, rue du soldat Hammou - Boulevard d'Anfa",Casablanca,20060,,
SACCOM,Ressources humaines,"Centre al Miaraj, Angle Bd. Abdelmoumen et Bd. Anoual, 5éme étage, N°61
Casablanca
Grand Casablanca
Maroc",http://www.saccom.ma,11-50,2012,Société à responsabilité limitée,"Centre al Miaraj, Angle Bd. Abdelmoumen et Bd. Anoual, 5éme étage, N°61",,Casablanca,Grand Casablanca,
Maroc Integration,Ressources humaines,"Rue Jalal Eddine Essayouti - rés. Malika
CASABLANCA
Maroc",http://www.maroc-integration.com,1-10,2010,Société cotée en bourse,Rue Jalal Eddine Essayouti - rés. Malika,,CASABLANCA,,
BRAIN BUSINESS POWER,Ressources humaines,"Bd Zerktouni, Rue Sebta Res Rami imm 7, 2ème Etg bureau 8
Casablanca
Centre Ville
20100
Maroc",http://www.brainbusinesspower.com,1-10,2013,Société à responsabilité limitée,"Bd Zerktouni, Rue Sebta Res Rami imm 7, 2ème Etg bureau 8",,Casablanca,Centre Ville,20100
Talent&Performance,Ressources humaines,"-
Casablanca
Maroc",http://www.talent-performance.com,1-10,2014,Société à responsabilité limitée,-,,Casablanca,,
UPCVUP,Ressources humaines,"90 Bd La Gironde Apt. 22
Casablanca
22000
Maroc",http://www.upcvup.com,1-10,2014,Société de personnes (associés),90 Bd La Gironde Apt. 22,,Casablanca,,22000
Human Capital Connect HCC,Ressources humaines,"Ryad Essaada - AFAK
Marrakech
Marrakech
40000
Maroc",http://www.human-connect.com,1-10,2013,Société à responsabilité limitée,Ryad Essaada - AFAK,,Marrakech,Marrakech,40000
CL ORH,Ressources humaines,"Bd Ghandi, Résidence du Palais
Immeuble ""D"" 4ème étage N°18
Casablanca
20200
Maroc",http://www.clorh.com,11-50,,Société à responsabilité limitée,"Bd Ghandi, Résidence du Palais","Immeuble ""D"" 4ème étage N°18",Casablanca,,20200
Adéquat RH,Ressources humaines,"44 Rue Mohamed Smiha - Immeuble ""Villa Paquet"" Casablanca - Maroc
Casablanca
Maroc",http://www.adequatrh.ma,1-10,,Société de personnes (associés),"44 Rue Mohamed Smiha - Immeuble ""Villa Paquet"" Casablanca - Maroc",,Casablanca,,
LIAISON RH,Ressources humaines,"19, rue Chauny, residence Beverly A, appartement 2 BELVEDERE
Casablanca
Maroc",http://www.liaisonrh.com,1-10,2013,Société de personnes (associés),"19, rue Chauny, residence Beverly A, appartement 2 BELVEDERE",,Casablanca,,
AccessRH,Ressources humaines,"96 Rue Pierre Parent; Num 31 ;3ème Etage
Casablanca
20300
Maroc",http://www.accessrh.ma,11-50,2013,Société à responsabilité limitée,96 Rue Pierre Parent; Num 31 ;3ème Etage,,Casablanca,,20300
Groupe RMO Maroc,Ressources humaines,"Rabat
Rabat
Maroc",http://www.rmo-maroc.com,5 001-10 000,1988,Société à responsabilité limitée,Rabat,,Rabat,,
Groupe Maroc Force Emploi,Ressources humaines,"22 Rue Omar Ibn Abdelaziz
2ème étage N°6
Tanger
90000
Maroc",http://www.forcemploi.ma,11-50,2012,Société cotée en bourse,22 Rue Omar Ibn Abdelaziz,2ème étage N°6,Tanger,,90000
GESPER Services,Ressources humaines,"6, Bd Félix Houphouet-Boigny
Casablanca
20010
Maroc",http://www.gesperservices.com/,1-10,1993,Société à responsabilité limitée,"6, Bd Félix Houphouet-Boigny",,Casablanca,,20010
INTERFACE RH - Ressources Humaines & Coaching,Ressources humaines,"8 Boulevard Al Massira Al Khadra - Maarif
Casablanca
21 100
Maroc",http://www.interfacerh.ma,1-10,2009,Société à responsabilité limitée,8 Boulevard Al Massira Al Khadra - Maarif,,Casablanca,,21 100
Cercle RH,Ressources humaines,"Residence Riad Al Otors, D N°8, Bloc C, Avenue Annakhil, Hay Riad
Rabat
Rabat-Salé-Zemmour-Zaër
Maroc",http://cerclerh.ma,1-10,2009,Société à responsabilité limitée,"Residence Riad Al Otors, D N°8, Bloc C, Avenue Annakhil, Hay Riad",,Rabat,Rabat-Salé-Zemmour-Zaër,
Advyteam Maroc,Ressources humaines,"438, technopark, Route Nouasser
Casablanca
Casablanca
20150
Maroc",http://www.advyteam.com,1-10,2013,Société à responsabilité limitée,"438, technopark, Route Nouasser",,Casablanca,Casablanca,20150
Xpertize Maroc,Ressources humaines,"Lotissement Attaoufik, Angle rue 1 & BO 63
Sidi Maârouf, Ain Chock
Casablanca
Maroc",http://www.Xpertize.ma,11-50,2012,Société à responsabilité limitée,"Lotissement Attaoufik, Angle rue 1 & BO 63","Sidi Maârouf, Ain Chock",Casablanca,,
MAROC RH,Ressources humaines,"296, Boulevard Zerktouni
Casablanca
Grand Casablanca
20040
Maroc",http://www.maroc-rh.com,11-50,2001,Société à responsabilité limitée,"296, Boulevard Zerktouni",,Casablanca,Grand Casablanca,20040
Diorh - IRH,Ressources humaines,Maroc,http://www.diorh.com,11-50,1994,Société à responsabilité limitée,,,,,
CVSEARCH,Ressources humaines,"10000
Maroc",http://www.cv-search.com/,11-50,2007,Société à responsabilité limitée,,,,,10000
Stagiaires.ma,Ressources humaines,"235, Technopark Casablanca
Casablanca
Grand Casablanca
20100
Maroc",http://www.stagiaires.ma,11-50,2011,Société à responsabilité limitée,"235, Technopark Casablanca",,Casablanca,Grand Casablanca,20100
Dar Al Wouroud,Restaurants,"Km9, Route Nationale N:6
Commune Isly
Oudja
Oujda
60000
Maroc",http://www.dar-alwouroud.com,11-50,2003,Société à responsabilité limitée,"Km9, Route Nationale N:6",Commune Isly,Oudja,Oujda,60000
Amandine Marrakech,Restaurants,"177 RUE MOHAMED EL BEQAL
MARRAKECH
MARRAKECH
40000
Maroc",http://www.amandinemarrakech.com,11-50,1997,Société à responsabilité limitée,177 RUE MOHAMED EL BEQAL,,MARRAKECH,MARRAKECH,40000
Groupe Lotus Marrakech,Restaurants,"Immeuble Watanya
2e étage Guéliz
Marrakech
please select
40000
Maroc",http://www.riadslotus.com,51-200,2003,Entreprise individuelle,Immeuble Watanya,2e étage Guéliz,Marrakech,please select,40000
Restopro,Restaurants,"Casablanca
20000
Maroc",http://www.restopro.ma,11-50,2005,Société de personnes (associés),,,Casablanca,,20000
Brain Performance,Réseaux informatiques,"241 bd emile zola
casablanca
Maroc",http://www.brainperformance.ma,1-10,2013,Société à responsabilité limitée,241 bd emile zola,,casablanca,,
EdInfo,Réseaux informatiques,"10, Bd Liberté étage 3, Appartement 6
Casablanca
Grand Casablanca
20000
Maroc",http://www.edinfo.ma,1-10,2015,Société à responsabilité limitée,"10, Bd Liberté étage 3, Appartement 6",,Casablanca,Grand Casablanca,20000
ATS Atlas Techno System,Réseaux informatiques,"N°23 Rue Boured, Roches Noires
casablanca
Maroc",http://www.atlasystem.com,11-50,,Société à responsabilité limitée,"N°23 Rue Boured, Roches Noires",,casablanca,,
Inteam maroc,Réseaux informatiques,"Zeraktouni
Casablanca
Maroc",http://www.inteamaroc.com,1-10,,Société à responsabilité limitée,Zeraktouni,,Casablanca,,
Best of Morocco Tours,Vins et spiritueux,"1 coop la marche verte,avenue Alaouine
El Jadida
Dokkala-Abda
24000
Maroc",http://www.google.com,5 001-10 000,2013,Travailleur indépendant ou profession libérale,"1 coop la marche verte,avenue Alaouine",,El Jadida,Dokkala-Abda,24000
H&A Morocco Tours(sans licence),Vins et spiritueux,"inconu!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
El Jadida
Dokkala-Abda
24000
Maroc",http://google.com,,2014,Société à responsabilité limitée,inconu!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,El Jadida,Dokkala-Abda,24000
Groupe Ebertec,Vins et spiritueux,Maroc,http://www.mrrenouvo.com,201-500,,Société de personnes (associés),,,,,
SEVAM,"Verres, céramiques et ciments",Maroc,http://www.sevam.ma,501-1 000 employés,,Société à responsabilité limitée,,,,,
SAT Messagerie & Voyageurs,Transports routiers et ferroviaires,"54 Route Ouled ZIane
Casablanca
20 000
Maroc",http://www.sat.ma,51-200,1945,Société cotée en bourse,54 Route Ouled ZIane,,Casablanca,,20 000
Daily Marrakech Tours,Transports routiers et ferroviaires,"18 Znikat Rehba vers Dabachi
Marrakech
Tensitf
40000
Maroc",http://www.dailymarrakechtours.com,1-10,2013,Entreprise individuelle,18 Znikat Rehba vers Dabachi,,Marrakech,Tensitf,40000
Orange transferiste,Transports routiers et ferroviaires,"16 Rue Marrakech coop Siham N17 Tanger
Tanger
90000
Maroc",http://www.orange-transferiste.ma,11-50,2014,Société à responsabilité limitée,16 Rue Marrakech coop Siham N17 Tanger,,Tanger,,90000
Aido Car Casablanca,Transports routiers et ferroviaires,"Quartier GAUTHIER
Casablanca
20060
Maroc",http://aidocar.com,11-50,2008,Société à responsabilité limitée,Quartier GAUTHIER,,Casablanca,,20060
MAJATRANS,Transports routiers et ferroviaires,"Rés PARC PLAZA IMM F2 ,2éme étage Mohammedia .Maroc
Mohammedia
Maroc",http://www.majatrans.ma,11-50,2012,Société à responsabilité limitée,"Rés PARC PLAZA IMM F2 ,2éme étage Mohammedia .Maroc",,Mohammedia,,
ECar.ma,Transports routiers et ferroviaires,"Angle AV Hassan II & Rue El Jahid
Mohammedia
Casablanca
28810
Maroc",http://www.ecar.ma,1-10,2011,Société à responsabilité limitée,Angle AV Hassan II & Rue El Jahid,,Mohammedia,Casablanca,28810
